Bedrooms,Bathrooms,Area,Price,Location,Property Type,Compound
2,2,100,"3,800,000","Ain Sokhna, Egypt",Chalet,Aroma
3,2,115,"3,895,000","Ain Sokhna, Egypt",Chalet,Blue Blue
3,2,125,"4,848,000","Ain Sokhna, Egypt",Chalet,Blue Blue
5,6,300,"20,390,000","Ain Sokhna, Egypt",Villa,Telal
5,5,280,"18,000,000","Ain Sokhna, Egypt",Villa,Telal Sokhna
3,3,175,"14,560,000","Ain Sokhna, Egypt",Twinhouse,Telal
3,3,140,"5,002,000","Ain Sokhna, Egypt",Twinhouse,Telal Sokhna
3,3,140,"7,000,000","Ain Sokhna, Egypt",Twinhouse,Telal Sokhna
3,3,140,"7,100,000","Ain Sokhna, Egypt",Twinhouse,Telal Sokhna
3,3,140,"7,550,000","Ain Sokhna, Egypt",Twinhouse,Telal Sokhna
2,2,108,"4,890,000","Ain Sokhna, Egypt",Chalet,Telal
2,2,116,"5,250,000","Ain Sokhna, Egypt",Chalet,Telal
3,2,130,"5,650,000","Ain Sokhna, Egypt",Chalet,Telal
3,2,134,"6,060,000","Ain Sokhna, Egypt",Chalet,Telal
1,1,110,"4,100,000","Ain Sokhna, Egypt",Chalet,Telal Sokhna
2,2,97,"4,360,000","Ain Sokhna, Egypt",Chalet,Telal Sokhna
3,2,123,"4,200,000","Ain Sokhna, Egypt",Chalet,Murano Wadi Degla 
3,2,170,"5,000,000","Ain Sokhna, Egypt",Chalet,La Vista 3
4,4,170,"5,100,000","Ain Sokhna, Egypt",Duplex,La Vista 7
3,3,155,"6,400,000","Ain Sokhna, Egypt",Chalet,La Vista 7
3,2,156,"8,500,000","Ain Sokhna, Egypt",Chalet,La Vista 7
4,2,150,"5,500,000","Ain Sokhna, Egypt",Chalet,Lasirena Sokhna Resort
3,3,180,"10,300,000","Ain Sokhna, Egypt",Twinhouse,Little Venice
3,2,140,"6,150,000","Ain Sokhna, Egypt",Chalet,Little Venice
5,4,250,"10,250,000","Ain Sokhna, Egypt",Villa,Marina Wadi Degla
4,4,240,"14,350,000","Ain Sokhna, Egypt",Villa,Marina Wadi Degla
4,5,240,"10,762,500","Ain Sokhna, Egypt",Twinhouse,Ein Bay 
5,4,250,"12,812,500","Ain Sokhna, Egypt",Twinhouse,Ein Bay 
5,4,600,"16,912,000","Ain Sokhna, Egypt",Villa,Mountain View Sokhna
3,4,207,"16,163,000","North Coast, Egypt",Villa,Solare
3,4,224,"18,950,880","North Coast, Egypt",Villa,Solare
4,5,253,"18,977,000","North Coast, Egypt",Villa,Solare
4,5,271,"21,464,000","North Coast, Egypt",Villa,Solare
4,4,188,"13,131,000","North Coast, Egypt",Twinhouse,Solare
4,4,204,"17,969,702","North Coast, Egypt",Twinhouse,Solare
3,3,174,"11,388,825","North Coast, Egypt",Townhouse,Solare
3,3,174,"12,370,800","North Coast, Egypt",Townhouse,Solare
3,3,176,"10,900,000","North Coast, Egypt",Townhouse,Solare
2,3,114,"5,915,511","North Coast, Egypt",Chalet,Solare
3,2,134,"6,613,374","North Coast, Egypt",Chalet,Solare
3,2,148,"7,411,084","North Coast, Egypt",Chalet,Solare
3,2,155,"8,742,039","North Coast, Egypt",Chalet,Solare
4,5,264,"40,158,000","North Coast, Egypt",Villa,Hacienda West
3,4,353,"45,049,000","North Coast, Egypt",Villa,Hacienda West
3,4,339,"30,356,000","North Coast, Egypt",Twinhouse,Hacienda West
2,2,111,"13,470,280","North Coast, Egypt",Chalet,Hacienda West
3,4,155,"21,771,117","North Coast, Egypt",Chalet,Hacienda West
3,4,215,"22,891,871","North Coast, Egypt",Chalet,Hacienda West
3,4,205,"23,845,202","North Coast, Egypt",Chalet,Hacienda West
4,5,194,"23,982,420","North Coast, Egypt",Chalet,Hacienda West
3,5,194,"24,335,420","North Coast, Egypt",Chalet,Hacienda West
3,4,221,"25,453,618","North Coast, Egypt",Chalet,Hacienda West
3,4,220,"26,615,245","North Coast, Egypt",Chalet,Hacienda West
2,3,127,"7,921,724","North Coast, Egypt",Chalet,Hacienda West
3,3,156,"12,500,000","North Coast, Egypt",Chalet,Hacienda West
4,4,223,"19,092,600","North Coast, Egypt",Apartment,Silversands 
4,4,248,"67,918,000","North Coast, Egypt",Villa,Silversands 
5,5,298,"104,966,500","North Coast, Egypt",Villa,Silversands 
3,4,208,"32,765,278","North Coast, Egypt",Villa,Silversands 
5,5,349,"57,000,000","North Coast, Egypt",Villa,Silversands 
4,4,268,"30,856,000","North Coast, Egypt",Twinhouse,Silversands 
4,4,268,"30,856,000","North Coast, Egypt",Twinhouse,Silvertown Silversands
3,3,307,"20,607,633","North Coast, Egypt",Twinhouse,Silversands 
3,3,206,"21,192,000","North Coast, Egypt",Chalet,Silversands 
4,3,181,"21,675,000","North Coast, Egypt",Chalet,Silversands 
2,2,97,"12,102,000","North Coast, Egypt",Chalet,Silversands 
2,2,180,"13,610,000","North Coast, Egypt",Chalet,Silversands 
3,3,173,"14,000,252","North Coast, Egypt",Chalet,Silversands 
3,3,223,"14,350,000","North Coast, Egypt",Chalet,Silversands 
4,3,204,"18,255,000","North Coast, Egypt",Chalet,Silversands 
4,4,204,"21,346,291","North Coast, Egypt",Chalet,Silversands 
4,4,208,"22,825,865","North Coast, Egypt",Chalet,Silversands 
2,1,101,"4,846,000","North Coast, Egypt",Apartment,Jefaira
3,2,142,"5,868,000","North Coast, Egypt",Apartment,Jefaira
3,2,147,"6,837,000","North Coast, Egypt",Apartment,Jefaira
3,2,146,"6,995,000","North Coast, Egypt",Apartment,Jefaira
1,1,63,"1,730,865","North Coast, Egypt",Apartment,Jefaira
1,1,63,"1,750,000","North Coast, Egypt",Apartment,The Cribs  Jefaira
3,4,138,"6,455,000","North Coast, Egypt",Villa,Jefaira
3,4,158,"6,994,000","North Coast, Egypt",Villa,Jefaira
3,4,157,"7,075,000","North Coast, Egypt",Villa,Jefaira
3,5,237,"14,219,000","North Coast, Egypt",Villa,Jefaira
5,7,309,"22,740,000","North Coast, Egypt",Villa,Jefaira
5,6,247,"26,887,000","North Coast, Egypt",Villa,Jefaira
6,7,267,"31,054,000","North Coast, Egypt",Villa,Jefaira
3,4,138,"4,500,000","North Coast, Egypt",Villa,Jefaira
4,4,165,"9,205,000","North Coast, Egypt",Twinhouse,Jefaira
4,5,251,"16,865,000","North Coast, Egypt",Twinhouse,Jefaira
4,5,253,"16,966,000","North Coast, Egypt",Twinhouse,Jefaira
3,3,164,"7,624,000","North Coast, Egypt",Townhouse,Jefaira
3,4,178,"5,000,000","North Coast, Egypt",Penthouse,Jefaira
2,3,125,"4,864,000","North Coast, Egypt",Chalet,Jefaira
2,3,121,"5,773,000","North Coast, Egypt",Chalet,Jefaira
4,5,224,"12,630,000","North Coast, Egypt",Chalet,Jefaira
1,1,65,"2,050,000","North Coast, Egypt",Chalet,The Cribs  Jefaira
2,3,125,"3,800,000","North Coast, Egypt",Chalet,Jefaira
1,1,63,"2,255,000","North Coast, Egypt",Chalet,The Cribs  Jefaira
3,3,140,"5,090,000","North Coast, Egypt",Chalet,Jefaira
3,3,144,"5,637,500","North Coast, Egypt",Chalet,Jefaira
0,0,42,"2,365,000","North Coast, Egypt",Studio,Jefaira
1,1,40,"1,261,160","North Coast, Egypt",Studio,Jefaira
2,1,81,"2,430,000","North Coast, Egypt",Apartment,Alura
1,1,91,"2,730,000","North Coast, Egypt",Apartment,Alura
0,0,92,"2,760,000","North Coast, Egypt",Apartment,Alura
1,1,97,"2,910,000","North Coast, Egypt",Apartment,Alura
1,1,106,"3,180,000","North Coast, Egypt",Apartment,Alura
2,1,107,"3,210,000","North Coast, Egypt",Apartment,Alura
1,1,114,"3,420,000","North Coast, Egypt",Apartment,Alura
2,1,116,"3,480,000","North Coast, Egypt",Apartment,Alura
2,1,112,"3,520,000","North Coast, Egypt",Apartment,Alura
2,1,124,"3,720,000","North Coast, Egypt",Apartment,Alura
1,1,123,"3,813,000","North Coast, Egypt",Apartment,Alura
2,1,120,"3,885,333","North Coast, Egypt",Apartment,Alura
0,0,46,"1,426,000","North Coast, Egypt",Studio,Alura
0,0,54,"1,620,000","North Coast, Egypt",Studio,Alura
0,0,60,"2,100,000","North Coast, Egypt",Studio,Alura
0,0,72,"2,160,000","North Coast, Egypt",Studio,Alura
4,4,150,"5,285,000","North Coast, Egypt",Villa,Lasirena Bay
2,1,85,"1,435,000","North Coast, Egypt",Chalet,Lasirena Bay
2,1,75,"1,445,000","North Coast, Egypt",Chalet,Lasirena Bay
3,2,95,"1,490,000","North Coast, Egypt",Chalet,Lasirena Bay
3,2,110,"1,750,000","North Coast, Egypt",Chalet,Lasirena Bay
3,2,120,"2,140,000","North Coast, Egypt",Chalet,Lasirena Bay
4,3,150,"6,231,000","North Coast, Egypt",Chalet,Lasirena Bay
1,1,80,"2,320,000","North Coast, Egypt",Chalet,Stella Heights
3,2,125,"3,400,000","North Coast, Egypt",Chalet,Stella Heights
1,1,91,"2,908,000","North Coast, Egypt",Apartment,Il Latini SED
1,1,87,"3,253,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,121,"3,842,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,122,"3,877,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,123,"3,936,000","North Coast, Egypt",Apartment,Il Latini SED
2,1,123,"4,096,000","North Coast, Egypt",Apartment,Il Latini SED
1,1,113,"4,162,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,133,"4,263,000","North Coast, Egypt",Apartment,Il Latini SED
2,1,135,"4,283,000","North Coast, Egypt",Apartment,Il Latini SED
2,1,135,"4,304,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,134,"4,342,000","North Coast, Egypt",Apartment,Il Latini SED
3,2,135,"4,357,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,228,"7,349,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,228,"8,263,708","North Coast, Egypt",Apartment,Il Latini SED
2,2,130,"4,372,000","North Coast, Egypt",Apartment,Il Latini SED
2,1,119,"4,402,000","North Coast, Egypt",Apartment,Il Latini SED
2,1,119,"4,402,000","North Coast, Egypt",Apartment,Il Latini SED
1,1,119,"4,404,000","North Coast, Egypt",Apartment,Il Latini SED
2,1,121,"4,448,000","North Coast, Egypt",Apartment,Il Latini SED
2,1,121,"4,448,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,134,"4,490,000","North Coast, Egypt",Apartment,Il Latini SED
1,1,123,"4,601,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,145,"4,608,000","North Coast, Egypt",Apartment,Il Latini SED
1,1,119,"4,623,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,125,"4,653,000","North Coast, Egypt",Apartment,Il Latini SED
2,1,129,"4,750,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,228,"7,349,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,228,"8,263,708","North Coast, Egypt",Apartment,Il Latini SED
2,1,129,"4,750,000","North Coast, Egypt",Apartment,Il Latini SED
3,2,143,"4,771,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,144,"4,848,000","North Coast, Egypt",Apartment,Il Latini SED
3,2,135,"4,975,000","North Coast, Egypt",Apartment,Il Latini SED
3,3,158,"5,019,000","North Coast, Egypt",Apartment,Il Latini SED
3,2,137,"5,044,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,164,"5,201,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,162,"5,210,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,143,"5,254,000","North Coast, Egypt",Apartment,Il Latini SED
3,3,166,"5,275,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,162,"5,468,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,168,"5,593,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,228,"7,349,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,228,"8,263,708","North Coast, Egypt",Apartment,Il Latini SED
3,3,177,"5,632,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,177,"5,636,000","North Coast, Egypt",Apartment,Il Latini SED
2,1,172,"5,728,000","North Coast, Egypt",Apartment,Il Latini SED
3,2,161,"5,926,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,187,"5,944,000","North Coast, Egypt",Apartment,Il Latini SED
3,3,191,"6,051,000","North Coast, Egypt",Apartment,Il Latini SED
4,4,192,"6,089,000","North Coast, Egypt",Apartment,Il Latini SED
2,1,166,"6,099,000","North Coast, Egypt",Apartment,Il Latini SED
2,1,166,"6,099,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,192,"6,107,000","North Coast, Egypt",Apartment,Il Latini SED
3,2,161,"6,222,000","North Coast, Egypt",Apartment,Il Latini SED
3,3,198,"6,299,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,228,"7,349,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,228,"8,263,708","North Coast, Egypt",Apartment,Il Latini SED
3,3,198,"6,317,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,200,"6,344,000","North Coast, Egypt",Apartment,Il Latini SED
3,3,173,"6,360,000","North Coast, Egypt",Apartment,Il Latini SED
3,3,203,"6,431,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,195,"6,434,000","North Coast, Egypt",Apartment,Il Latini SED
3,3,173,"6,445,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,204,"6,462,000","North Coast, Egypt",Apartment,Il Latini SED
3,3,194,"6,463,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,204,"6,477,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,204,"6,489,000","North Coast, Egypt",Apartment,Il Latini SED
3,3,205,"6,501,000","North Coast, Egypt",Apartment,Il Latini SED
3,3,205,"6,501,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,228,"7,349,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,228,"8,263,708","North Coast, Egypt",Apartment,Il Latini SED
2,2,210,"6,678,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,210,"6,678,000","North Coast, Egypt",Apartment,Il Latini SED
3,3,205,"6,825,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,214,"6,866,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,214,"6,866,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,208,"6,917,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,219,"6,938,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,221,"7,025,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,222,"7,120,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,229,"7,262,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,231,"7,328,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,231,"7,340,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,228,"7,349,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,228,"8,263,708","North Coast, Egypt",Apartment,Il Latini SED
4,3,230,"7,344,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,232,"7,374,000","North Coast, Egypt",Apartment,Il Latini SED
3,2,202,"7,450,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,222,"7,472,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,236,"7,478,000","North Coast, Egypt",Apartment,Il Latini SED
3,2,202,"7,499,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,238,"7,557,000","North Coast, Egypt",Apartment,Il Latini SED
3,3,208,"7,651,000","North Coast, Egypt",Apartment,Il Latini SED
3,3,207,"7,651,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,239,"7,653,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,239,"7,653,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,240,"7,681,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,228,"7,349,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,228,"8,263,708","North Coast, Egypt",Apartment,Il Latini SED
2,2,240,"7,681,000","North Coast, Egypt",Apartment,Il Latini SED
3,3,208,"7,735,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,212,"7,798,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,233,"7,813,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,247,"7,835,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,247,"7,850,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,214,"7,872,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,212,"7,875,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,214,"7,898,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,214,"7,963,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,213,"7,963,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,215,"8,002,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,228,"7,349,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,228,"8,263,708","North Coast, Egypt",Apartment,Il Latini SED
4,3,215,"8,002,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,258,"8,362,000","North Coast, Egypt",Apartment,Il Latini SED
2,2,258,"8,362,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,232,"8,666,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,239,"8,935,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,242,"8,980,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,243,"9,035,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,244,"9,095,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,228,"7,349,000","North Coast, Egypt",Apartment,Il Latini SED
4,3,228,"8,263,708","North Coast, Egypt",Apartment,Il Latini SED
1,1,72,"2,423,000","North Coast, Egypt",Studio,Il Latini SED
5,6,293,"33,976,866","North Coast, Egypt",Villa,D.O.S.E 
6,7,403,"58,032,000","North Coast, Egypt",Villa,D.O.S.E 
4,5,236,"19,800,400","North Coast, Egypt",Twinhouse,D.O.S.E 
3,3,184,"14,315,200","North Coast, Egypt",Townhouse,D.O.S.E 
3,3,136,"9,724,000","North Coast, Egypt",Chalet,D.O.S.E 
0,0,136,"12,906,400","North Coast, Egypt",Chalet,D.O.S.E 
5,5,240,"37,380,000","North Coast, Egypt",Villa,Hyde Park North
5,7,385,"72,590,000","North Coast, Egypt",Villa,Hyde Park North
3,3,188,"21,190,000","North Coast, Egypt",Twinhouse,Hyde Park North
3,4,212,"29,480,000","North Coast, Egypt",Twinhouse,Hyde Park North
3,4,182,"16,880,000","North Coast, Egypt",Townhouse,Hyde Park North
3,3,168,"20,330,000","North Coast, Egypt",Townhouse,Hyde Park North
3,4,175,"15,000,000","North Coast, Egypt",Townhouse,Hyde Park North
2,2,133,"10,310,000","North Coast, Egypt",Duplex,Hyde Park North
1,2,73,"5,370,000","North Coast, Egypt",Chalet,Hyde Park North
3,2,130,"12,720,000","North Coast, Egypt",Chalet,Beach chalets
1,1,67,"5,690,000","North Coast, Egypt",Chalet,Hyde Park North
2,2,97,"6,330,000","North Coast, Egypt",Chalet,Hyde Park North
2,2,107,"6,980,000","North Coast, Egypt",Chalet,Hyde Park North
2,2,105,"6,990,000","North Coast, Egypt",Chalet,Hyde Park North
2,2,103,"8,500,000","North Coast, Egypt",Chalet,Hyde Park North
3,2,135,"13,140,000","North Coast, Egypt",Chalet,Hyde Park North
2,1,82,"6,192,826","North Coast, Egypt",Apartment,Smeralda Bay Sidi Heneish -Sbay
3,2,101,"7,627,748","North Coast, Egypt",Apartment,Smeralda Bay Sidi Heneish -Sbay
2,1,116,"8,979,598","North Coast, Egypt",Apartment,Smeralda Bay Sidi Heneish -Sbay
3,2,121,"9,138,194","North Coast, Egypt",Apartment,Smeralda Bay Sidi Heneish -Sbay
2,1,116,"10,620,035","North Coast, Egypt",Apartment,Smeralda Bay Sidi Heneish -Sbay
4,4,232,"19,951,067","North Coast, Egypt",Villa,Smeralda Bay Sidi Heneish -Sbay
3,4,177,"13,635,148","North Coast, Egypt",Townhouse,Smeralda Bay Sidi Heneish -Sbay
3,2,121,"6,850,000","North Coast, Egypt",Penthouse,Koun
3,2,118,"6,500,000","North Coast, Egypt",Chalet,Koun
3,2,107,"8,100,000","North Coast, Egypt",Chalet,Koun
4,4,300,"30,000,000","North Coast, Egypt",Villa,Zoya  Ghazala Bay
5,6,495,"43,000,000","North Coast, Egypt",Villa,Zoya  Ghazala Bay
5,6,375,"47,000,000","North Coast, Egypt",Villa,Zoya  Ghazala Bay
4,5,520,"76,000,000","North Coast, Egypt",Villa,Zoya  Ghazala Bay
4,4,260,"22,000,000","North Coast, Egypt",Twinhouse,Zoya  Ghazala Bay
4,3,615,"62,000,000","North Coast, Egypt",Townhouse,Zoya  Ghazala Bay
2,2,115,"9,500,000","North Coast, Egypt",Chalet,Zoya  Ghazala Bay
3,3,170,"14,500,000","North Coast, Egypt",Chalet,Zoya  Ghazala Bay
5,6,235,"18,990,000","North Coast, Egypt",Villa,Seazen
5,6,350,"25,810,000","North Coast, Egypt",Villa,Seazen
6,7,395,"29,458,000","North Coast, Egypt",Villa,Seazen
7,8,475,"44,971,000","North Coast, Egypt",Villa,Seazen
3,4,170,"12,465,000","North Coast, Egypt",Townhouse,Seazen
3,2,110,"7,319,000","North Coast, Egypt",Chalet,Seazen
3,2,110,"9,652,000","North Coast, Egypt",Chalet,Seazen
6,6,300,"34,219,000","North Coast, Egypt",Villa,masaya 
6,6,300,"36,155,000","North Coast, Egypt",Villa,masaya 
6,7,365,"42,097,000","North Coast, Egypt",Villa,masaya 
4,4,245,"21,215,000","North Coast, Egypt",Twinhouse,masaya 
3,3,235,"9,251,220","North Coast, Egypt",Duplex,masaya 
3,3,227,"9,744,000","North Coast, Egypt",Duplex,masaya 
3,3,253,"9,773,400","North Coast, Egypt",Duplex,masaya 
4,4,305,"11,782,050","North Coast, Egypt",Duplex,masaya 
4,4,271,"15,305,850","North Coast, Egypt",Duplex,masaya 
4,3,253,"17,932,000","North Coast, Egypt",Duplex,masaya 
3,2,138,"7,328,200","North Coast, Egypt",Chalet,masaya 
3,2,160,"7,458,150","North Coast, Egypt",Chalet,masaya 
3,2,168,"8,519,000","North Coast, Egypt",Chalet,masaya 
3,2,162,"9,545,000","North Coast, Egypt",Chalet,masaya 
3,3,165,"10,936,000","North Coast, Egypt",Chalet,masaya 
3,2,140,"13,675,000","North Coast, Egypt",Chalet,masaya 
5,6,412,"31,250,000","North Coast, Egypt",Villa,Direction White 
5,6,373,"33,505,000","North Coast, Egypt",Villa,Direction White 
5,6,373,"36,650,000","North Coast, Egypt",Villa,Direction White 
4,5,258,"16,700,000","North Coast, Egypt",Twinhouse,Direction White 
3,3,194,"11,000,000","North Coast, Egypt",Duplex,Direction White 
4,4,229,"11,270,000","North Coast, Egypt",Duplex,Direction White 
3,3,238,"11,750,000","North Coast, Egypt",Duplex,Direction White 
4,4,251,"12,350,000","North Coast, Egypt",Duplex,Direction White 
4,4,264,"12,950,000","North Coast, Egypt",Duplex,Direction White 
4,4,270,"13,250,000","North Coast, Egypt",Duplex,Direction White 
3,3,238,"8,343,000","North Coast, Egypt",Chalet,Direction White 
3,3,201,"8,347,000","North Coast, Egypt",Chalet,Direction White 
0,0,211,"8,667,000","North Coast, Egypt",Chalet,Direction White 
3,3,238,"9,010,000","North Coast, Egypt",Chalet,Direction White 
3,3,226,"9,184,000","North Coast, Egypt",Chalet,Direction White 
3,3,226,"9,185,000","North Coast, Egypt",Chalet,Direction White 
3,3,224,"9,268,000","North Coast, Egypt",Chalet,Direction White 
4,4,234,"9,816,000","North Coast, Egypt",Chalet,Direction White 
3,3,242,"10,423,000","North Coast, Egypt",Chalet,Direction White 
3,3,254,"10,683,000","North Coast, Egypt",Chalet,Direction White 
4,4,310,"13,321,000","North Coast, Egypt",Chalet,Direction White 
4,3,454,"19,100,000","North Coast, Egypt",Chalet,Direction White 
3,4,410,"31,775,000","North Coast, Egypt",Villa,La Vista Ras El Hikma
3,3,140,"10,500,000","North Coast, Egypt",Twinhouse,La Vista Ras El Hikma
5,3,220,"20,000,000","North Coast, Egypt",Twinhouse,La Vista Ras El Hikma
3,4,320,"25,000,000","North Coast, Egypt",Twinhouse,La Vista Ras El Hikma
3,4,320,"25,000,000","North Coast, Egypt",Twinhouse,La Vista Ras El Hikma
2,2,110,"8,500,000","North Coast, Egypt",Chalet,La Vista Ras El Hikma
2,2,110,"9,500,000","North Coast, Egypt",Chalet,La Vista Ras El Hikma
3,2,150,"10,500,000","North Coast, Egypt",Chalet,La Vista Ras El Hikma
3,2,150,"10,500,000","North Coast, Egypt",Chalet,La Vista Ras El Hikma
3,2,150,"10,500,000","North Coast, Egypt",Chalet,La Vista Ras El Hikma
2,2,110,"10,800,000","North Coast, Egypt",Chalet,La Vista Ras El Hikma
3,2,150,"13,500,000","North Coast, Egypt",Chalet,La Vista Ras El Hikma
3,2,150,"10,250,000","North Coast, Egypt",Chalet,La Vista Ras El Hikma
2,2,126,"10,044,000","North Coast, Egypt",Apartment,Le Gray Beach Hotel and Residences
2,2,137,"10,755,000","North Coast, Egypt",Apartment,Le Gray Beach Hotel and Residences
3,3,174,"12,657,000","North Coast, Egypt",Apartment,Le Gray Beach Hotel and Residences
3,3,311,"14,593,000","North Coast, Egypt",Apartment,Le Gray Beach Hotel and Residences
3,3,319,"14,681,000","North Coast, Egypt",Apartment,Le Gray Beach Hotel and Residences
3,3,182,"15,684,000","North Coast, Egypt",Apartment,Le Gray Beach Hotel and Residences
2,2,147,"16,398,000","North Coast, Egypt",Apartment,Le Gray Beach Hotel and Residences
3,4,196,"17,363,000","North Coast, Egypt",Apartment,Le Gray Beach Hotel and Residences
3,4,214,"17,885,000","North Coast, Egypt",Apartment,Le Gray Beach Hotel and Residences
3,4,202,"18,220,000","North Coast, Egypt",Apartment,Le Gray Beach Hotel and Residences
3,4,221,"20,181,000","North Coast, Egypt",Apartment,Le Gray Beach Hotel and Residences
3,4,229,"22,386,000","North Coast, Egypt",Apartment,Le Gray Beach Hotel and Residences
3,4,236,"17,761,000","North Coast, Egypt",Villa,The Med 
3,4,236,"18,484,000","North Coast, Egypt",Villa,Le Gray Beach Hotel and Residences
4,4,236,"18,582,000","North Coast, Egypt",Villa,The Med 
4,4,236,"19,540,000","North Coast, Egypt",Villa,The Med 
4,5,296,"24,018,000","North Coast, Egypt",Villa,The Med 
4,5,296,"24,754,000","North Coast, Egypt",Villa,The Med 
4,5,445,"32,853,000","North Coast, Egypt",Villa,The Med 
4,5,460,"36,136,000","North Coast, Egypt",Villa,The Med 
5,6,352,"41,395,000","North Coast, Egypt",Villa,The Med 
6,8,432,"49,671,000","North Coast, Egypt",Villa,The Med 
5,6,667,"67,769,000","North Coast, Egypt",Villa,The Med 
6,7,767,"77,766,000","North Coast, Egypt",Villa,The Med 
3,3,200,"14,731,000","North Coast, Egypt",Townhouse,The Med 
2,2,137,"8,782,000","North Coast, Egypt",Chalet,The Med 
4,4,325,"30,000,000","North Coast, Egypt",Villa,Marsa Baghush
5,5,325,"32,000,000","North Coast, Egypt",Villa,Marsa Baghush
4,4,265,"45,000,000","North Coast, Egypt",Villa,Marsa Baghush
4,4,275,"17,200,000","North Coast, Egypt",Twinhouse,Marsa Baghush
2,2,130,"9,500,000","North Coast, Egypt",Chalet,Marsa Baghush
2,2,130,"10,500,000","North Coast, Egypt",Chalet,Marsa Baghush
3,3,170,"10,700,000","North Coast, Egypt",Chalet,Marsa Baghush
3,3,170,"11,000,000","North Coast, Egypt",Chalet,Marsa Baghush
3,3,160,"12,000,000","North Coast, Egypt",Chalet,Marsa Baghush
3,3,170,"13,500,000","North Coast, Egypt",Chalet,Marsa Baghush
4,4,320,"15,600,000","North Coast, Egypt",Chalet,Marsa Baghush
3,3,255,"16,500,000","North Coast, Egypt",Chalet,Marsa Baghush
